,invoice_id,customer_id,invoice_date,billing_address,billing_city,billing_state,billing_country,billing_postal_code,total,latlon,weather_json,weather_desc,weather_state,precipitation,FeelsLikeF
234,235,29,2011-10-26,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,8.91,"(43.666667, -79.416667)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'24', u'FeelsLikeF': u'38', u'FeelsLikeC': u'3', u'DewPointC': u'5', u'windspeedMiles': u'15', u'DewPointF': u'41', u'HeatIndexF': u'44', u'cloudcover': u'100', u'HeatIndexC': u'7', u'precipMM': u'16.5', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'}], u'WindGustMiles': u'18', u'pressure': u'1011', u'WindGustKmph': u'30', u'weatherDesc': [{u'value': u'Light drizzle'}], u'winddir16Point': u'NE', u'weatherCode': u'266', u'tempC': u'9', u'tempF': u'49', u'WindChillF': u'38', u'WindChillC': u'3', u'winddirDegree': u'47', u'humidity': u'88', u'visibility': u'2', u'time': u'24'}], u'maxtempF': u'49', u'mintempF': u'43', u'mintempC': u'6', u'maxtempC': u'9', u'date': u'2011-10-26', u'astronomy': [{u'sunset': u'06:17 PM', u'moonset': u'05:57 PM', u'moonrise': u'07:34 AM', u'sunrise': u'07:46 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 43.67 and Lon -79.42', u'type': u'LatLon'}]}}",Light drizzle,Clouds,16.5,38.0
235,236,38,2011-10-31,Barbarossastraße 19,Berlin,,Germany,10779,13.86,"(52.4902, 13.3452)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'10', u'FeelsLikeF': u'61', u'FeelsLikeC': u'16', u'DewPointC': u'11', u'windspeedMiles': u'6', u'DewPointF': u'52', u'HeatIndexF': u'61', u'cloudcover': u'19', u'HeatIndexC': u'16', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'3', u'pressure': u'1021', u'WindGustKmph': u'5', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'WSW', u'weatherCode': u'113', u'tempC': u'16', u'tempF': u'61', u'WindChillF': u'61', u'WindChillC': u'16', u'winddirDegree': u'236', u'humidity': u'74', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'61', u'mintempF': u'51', u'mintempC': u'11', u'maxtempC': u'16', u'date': u'2011-10-31', u'astronomy': [{u'sunset': u'04:39 PM', u'moonset': u'08:39 PM', u'moonrise': u'12:14 PM', u'sunrise': u'07:00 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 52.49 and Lon 13.35', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,61.0
236,237,52,2011-11-08,202 Hoxton Street,London,,United Kingdom,N1 5LH,0.99,"(51.5328780404, -0.0783149826909)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'11', u'FeelsLikeF': u'50', u'FeelsLikeC': u'10', u'DewPointC': u'8', u'windspeedMiles': u'7', u'DewPointF': u'47', u'HeatIndexF': u'53', u'cloudcover': u'74', u'HeatIndexC': u'11', u'precipMM': u'0.8', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'}], u'WindGustMiles': u'9', u'pressure': u'1015', u'WindGustKmph': u'15', u'weatherDesc': [{u'value': u'Cloudy '}], u'winddir16Point': u'ESE', u'weatherCode': u'119', u'tempC': u'12', u'tempF': u'54', u'WindChillF': u'50', u'WindChillC': u'10', u'winddirDegree': u'107', u'humidity': u'81', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'54', u'mintempF': u'49', u'mintempC': u'10', u'maxtempC': u'12', u'date': u'2011-11-08', u'astronomy': [{u'sunset': u'04:22 PM', u'moonset': u'04:40 AM', u'moonrise': u'03:02 PM', u'sunrise': u'07:06 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 51.53 and Lon -0.08', u'type': u'LatLon'}]}}",Cloudy ,Clouds,0.8,50.0
237,238,53,2011-11-21,113 Lupus St,London,,United Kingdom,SW1V 3EN,1.98,"(51.4870348614, -0.140041159656)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'13', u'FeelsLikeF': u'51', u'FeelsLikeC': u'10', u'DewPointC': u'9', u'windspeedMiles': u'8', u'DewPointF': u'48', u'HeatIndexF': u'53', u'cloudcover': u'100', u'HeatIndexC': u'12', u'precipMM': u'0.1', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'}], u'WindGustMiles': u'11', u'pressure': u'1015', u'WindGustKmph': u'17', u'weatherDesc': [{u'value': u'Overcast '}], u'winddir16Point': u'SE', u'weatherCode': u'122', u'tempC': u'12', u'tempF': u'53', u'WindChillF': u'51', u'WindChillC': u'10', u'winddirDegree': u'133', u'humidity': u'83', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'53', u'mintempF': u'48', u'mintempC': u'9', u'maxtempC': u'12', u'date': u'2011-11-21', u'astronomy': [{u'sunset': u'04:04 PM', u'moonset': u'01:41 PM', u'moonrise': u'02:21 AM', u'sunrise': u'07:28 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 51.49 and Lon -0.14', u'type': u'LatLon'}]}}",Overcast ,Clouds,0.1,51.0
238,239,55,2011-11-21,421 Bourke Street,Sidney,NSW,Australia,2010,1.98,"(-33.8821, 151.2151)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'21', u'FeelsLikeF': u'76', u'FeelsLikeC': u'25', u'DewPointC': u'14', u'windspeedMiles': u'13', u'DewPointF': u'57', u'HeatIndexF': u'76', u'cloudcover': u'40', u'HeatIndexC': u'25', u'precipMM': u'0.5', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'}], u'WindGustMiles': u'12', u'pressure': u'1016', u'WindGustKmph': u'19', u'weatherDesc': [{u'value': u'Partly Cloudy '}], u'winddir16Point': u'ENE', u'weatherCode': u'116', u'tempC': u'22', u'tempF': u'72', u'WindChillF': u'72', u'WindChillC': u'22', u'winddirDegree': u'71', u'humidity': u'60', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'72', u'mintempF': u'62', u'mintempC': u'16', u'maxtempC': u'22', u'date': u'2011-11-21', u'astronomy': [{u'sunset': u'07:42 PM', u'moonset': u'03:08 PM', u'moonrise': u'02:22 AM', u'sunrise': u'05:41 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat -33.88 and Lon 151.22', u'type': u'LatLon'}]}}",Partly Cloudy ,Clouds,0.5,76.0
239,240,57,2011-11-22,"Calle Lira, 198",Santiago,,Chile,,3.96,"(-33.45, -70.6666667)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'14', u'FeelsLikeF': u'78', u'FeelsLikeC': u'26', u'DewPointC': u'-2', u'windspeedMiles': u'9', u'DewPointF': u'28', u'HeatIndexF': u'78', u'cloudcover': u'0', u'HeatIndexC': u'26', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'10', u'pressure': u'1013', u'WindGustKmph': u'16', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'W', u'weatherCode': u'113', u'tempC': u'28', u'tempF': u'82', u'WindChillF': u'82', u'WindChillC': u'28', u'winddirDegree': u'266', u'humidity': u'14', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'82', u'mintempF': u'50', u'mintempC': u'10', u'maxtempC': u'28', u'date': u'2011-11-22', u'astronomy': [{u'sunset': u'08:29 PM', u'moonset': u'05:47 PM', u'moonrise': u'04:10 AM', u'sunrise': u'06:28 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat -33.45 and Lon -70.67', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,78.0
240,241,2,2011-11-23,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,5.94,"(48.7667, 9.1833)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'5', u'FeelsLikeF': u'51', u'FeelsLikeC': u'11', u'DewPointC': u'2', u'windspeedMiles': u'3', u'DewPointF': u'36', u'HeatIndexF': u'51', u'cloudcover': u'4', u'HeatIndexC': u'11', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'2', u'pressure': u'1022', u'WindGustKmph': u'3', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'W', u'weatherCode': u'113', u'tempC': u'11', u'tempF': u'51', u'WindChillF': u'51', u'WindChillC': u'11', u'winddirDegree': u'263', u'humidity': u'55', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'51', u'mintempF': u'29', u'mintempC': u'-2', u'maxtempC': u'11', u'date': u'2011-11-23', u'astronomy': [{u'sunset': u'04:35 PM', u'moonset': u'03:08 PM', u'moonrise': u'05:22 AM', u'sunrise': u'07:44 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 48.77 and Lon 9.18', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,51.0
241,242,8,2011-11-26,Grétrystraat 63,Brussels,,Belgium,1000,8.91,"(50.8466, 4.3528)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'25', u'FeelsLikeF': u'44', u'FeelsLikeC': u'7', u'DewPointC': u'7', u'windspeedMiles': u'16', u'DewPointF': u'44', u'HeatIndexF': u'50', u'cloudcover': u'44', u'HeatIndexC': u'10', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'}], u'WindGustMiles': u'22', u'pressure': u'1030', u'WindGustKmph': u'36', u'weatherDesc': [{u'value': u'Partly Cloudy '}], u'winddir16Point': u'SW', u'weatherCode': u'116', u'tempC': u'10', u'tempF': u'50', u'WindChillF': u'44', u'WindChillC': u'7', u'winddirDegree': u'227', u'humidity': u'80', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'50', u'mintempF': u'39', u'mintempC': u'4', u'maxtempC': u'10', u'date': u'2011-11-26', u'astronomy': [{u'sunset': u'04:44 PM', u'moonset': u'05:52 PM', u'moonrise': u'09:39 AM', u'sunrise': u'08:15 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 50.85 and Lon 4.35', u'type': u'LatLon'}]}}",Partly Cloudy ,Clouds,0.0,44.0
242,243,17,2011-12-01,1 Microsoft Way,Redmond,WA,USA,98052-8300,13.86,"(47.6741667, -122.1202778)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'9', u'FeelsLikeF': u'44', u'FeelsLikeC': u'7', u'DewPointC': u'0', u'windspeedMiles': u'6', u'DewPointF': u'32', u'HeatIndexF': u'44', u'cloudcover': u'6', u'HeatIndexC': u'7', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'2', u'pressure': u'1039', u'WindGustKmph': u'4', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'SW', u'weatherCode': u'113', u'tempC': u'7', u'tempF': u'44', u'WindChillF': u'44', u'WindChillC': u'7', u'winddirDegree': u'220', u'humidity': u'62', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'44', u'mintempF': u'36', u'mintempC': u'2', u'maxtempC': u'7', u'date': u'2011-12-01', u'astronomy': [{u'sunset': u'05:19 PM', u'moonset': u'No moonset', u'moonrise': u'01:04 PM', u'sunrise': u'08:36 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 47.67 and Lon -122.12', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,44.0
243,244,31,2011-12-09,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,0.99,"(44.65, -63.6)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'31', u'FeelsLikeF': u'29', u'FeelsLikeC': u'-2', u'DewPointC': u'-5', u'windspeedMiles': u'19', u'DewPointF': u'24', u'HeatIndexF': u'38', u'cloudcover': u'9', u'HeatIndexC': u'3', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'27', u'pressure': u'1027', u'WindGustKmph': u'44', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'WSW', u'weatherCode': u'113', u'tempC': u'7', u'tempF': u'44', u'WindChillF': u'29', u'WindChillC': u'-2', u'winddirDegree': u'257', u'humidity': u'56', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'44', u'mintempF': u'41', u'mintempC': u'5', u'maxtempC': u'7', u'date': u'2011-12-09', u'astronomy': [{u'sunset': u'05:34 PM', u'moonset': u'07:43 AM', u'moonrise': u'04:54 PM', u'sunrise': u'08:39 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 44.65 and Lon -63.60', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,29.0
244,245,32,2011-12-22,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,1.98,"(49.883333, -97.166667)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'18', u'FeelsLikeF': u'9', u'FeelsLikeC': u'-13', u'DewPointC': u'-10', u'windspeedMiles': u'11', u'DewPointF': u'14', u'HeatIndexF': u'17', u'cloudcover': u'28', u'HeatIndexC': u'-8', u'precipMM': u'0.2', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'}], u'WindGustMiles': u'7', u'pressure': u'1030', u'WindGustKmph': u'12', u'weatherDesc': [{u'value': u'Partly Cloudy '}], u'winddir16Point': u'SSW', u'weatherCode': u'116', u'tempC': u'-7', u'tempF': u'19', u'WindChillF': u'9', u'WindChillC': u'-13', u'winddirDegree': u'193', u'humidity': u'86', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'19', u'mintempF': u'13', u'mintempC': u'-11', u'maxtempC': u'-7', u'date': u'2011-12-22', u'astronomy': [{u'sunset': u'05:30 PM', u'moonset': u'03:42 PM', u'moonrise': u'07:08 AM', u'sunrise': u'09:25 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 49.88 and Lon -97.17', u'type': u'LatLon'}]}}",Partly Cloudy ,Clouds,0.2,9.0
245,246,34,2011-12-22,Rua da Assunção 53,Lisbon,,Portugal,,1.98,"(38.7166667, -9.1333333)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'12', u'FeelsLikeF': u'64', u'FeelsLikeC': u'18', u'DewPointC': u'12', u'windspeedMiles': u'7', u'DewPointF': u'54', u'HeatIndexF': u'64', u'cloudcover': u'0', u'HeatIndexC': u'18', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'4', u'pressure': u'1031', u'WindGustKmph': u'6', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'N', u'weatherCode': u'113', u'tempC': u'18', u'tempF': u'64', u'WindChillF': u'64', u'WindChillC': u'18', u'winddirDegree': u'360', u'humidity': u'70', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'64', u'mintempF': u'52', u'mintempC': u'11', u'maxtempC': u'18', u'date': u'2011-12-22', u'astronomy': [{u'sunset': u'05:19 PM', u'moonset': u'03:17 PM', u'moonrise': u'05:19 AM', u'sunrise': u'07:51 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 38.72 and Lon -9.13', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,64.0
246,247,36,2011-12-23,Tauentzienstraße 8,Berlin,,Germany,10789,3.96,"(52.5024, 13.341)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'19', u'FeelsLikeF': u'39', u'FeelsLikeC': u'4', u'DewPointC': u'6', u'windspeedMiles': u'12', u'DewPointF': u'42', u'HeatIndexF': u'44', u'cloudcover': u'92', u'HeatIndexC': u'7', u'precipMM': u'1.9', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'}], u'WindGustMiles': u'15', u'pressure': u'1018', u'WindGustKmph': u'24', u'weatherDesc': [{u'value': u'Light drizzle'}], u'winddir16Point': u'WSW', u'weatherCode': u'266', u'tempC': u'7', u'tempF': u'45', u'WindChillF': u'39', u'WindChillC': u'4', u'winddirDegree': u'246', u'humidity': u'94', u'visibility': u'2', u'time': u'24'}], u'maxtempF': u'45', u'mintempF': u'40', u'mintempC': u'4', u'maxtempC': u'7', u'date': u'2011-12-23', u'astronomy': [{u'sunset': u'03:55 PM', u'moonset': u'02:45 PM', u'moonrise': u'06:48 AM', u'sunrise': u'08:16 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 52.50 and Lon 13.34', u'type': u'LatLon'}]}}",Light drizzle,Clouds,1.9,39.0
247,248,40,2011-12-24,"8, Rue Hanovre",Paris,,France,75002,5.94,"(48.8655, 2.3426)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'22', u'FeelsLikeF': u'40', u'FeelsLikeC': u'4', u'DewPointC': u'2', u'windspeedMiles': u'14', u'DewPointF': u'36', u'HeatIndexF': u'45', u'cloudcover': u'31', u'HeatIndexC': u'7', u'precipMM': u'0.5', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'}], u'WindGustMiles': u'13', u'pressure': u'1035', u'WindGustKmph': u'21', u'weatherDesc': [{u'value': u'Partly Cloudy '}], u'winddir16Point': u'WNW', u'weatherCode': u'116', u'tempC': u'7', u'tempF': u'45', u'WindChillF': u'40', u'WindChillC': u'4', u'winddirDegree': u'292', u'humidity': u'70', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'45', u'mintempF': u'39', u'mintempC': u'4', u'maxtempC': u'7', u'date': u'2011-12-24', u'astronomy': [{u'sunset': u'04:58 PM', u'moonset': u'04:54 PM', u'moonrise': u'08:17 AM', u'sunrise': u'08:42 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 48.87 and Lon 2.34', u'type': u'LatLon'}]}}",Partly Cloudy ,Clouds,0.5,40.0
248,249,46,2011-12-27,3 Chatham Street,Dublin,Dublin,Ireland,,8.91,"(53.3330556, -6.2488889)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'44', u'FeelsLikeF': u'45', u'FeelsLikeC': u'7', u'DewPointC': u'9', u'windspeedMiles': u'27', u'DewPointF': u'48', u'HeatIndexF': u'51', u'cloudcover': u'37', u'HeatIndexC': u'11', u'precipMM': u'0.5', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'}], u'WindGustMiles': u'23', u'pressure': u'1026', u'WindGustKmph': u'37', u'weatherDesc': [{u'value': u'Partly Cloudy '}], u'winddir16Point': u'SSW', u'weatherCode': u'116', u'tempC': u'11', u'tempF': u'52', u'WindChillF': u'45', u'WindChillC': u'7', u'winddirDegree': u'194', u'humidity': u'89', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'52', u'mintempF': u'48', u'mintempC': u'9', u'maxtempC': u'11', u'date': u'2011-12-27', u'astronomy': [{u'sunset': u'04:12 PM', u'moonset': u'07:58 PM', u'moonrise': u'10:03 AM', u'sunrise': u'08:40 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 53.33 and Lon -6.25', u'type': u'LatLon'}]}}",Partly Cloudy ,Clouds,0.5,45.0
249,250,55,2012-01-01,421 Bourke Street,Sidney,NSW,Australia,2010,13.86,"(-33.8821, 151.2151)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'20', u'FeelsLikeF': u'82', u'FeelsLikeC': u'28', u'DewPointC': u'15', u'windspeedMiles': u'13', u'DewPointF': u'59', u'HeatIndexF': u'82', u'cloudcover': u'14', u'HeatIndexC': u'28', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'12', u'pressure': u'1016', u'WindGustKmph': u'20', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'ENE', u'weatherCode': u'113', u'tempC': u'27', u'tempF': u'81', u'WindChillF': u'81', u'WindChillC': u'27', u'winddirDegree': u'61', u'humidity': u'47', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'81', u'mintempF': u'64', u'mintempC': u'18', u'maxtempC': u'27', u'date': u'2012-01-01', u'astronomy': [{u'sunset': u'08:09 PM', u'moonset': u'No moonset', u'moonrise': u'12:58 PM', u'sunrise': u'05:47 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat -33.88 and Lon 151.22', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,82.0
250,251,10,2012-01-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,0.99,"(-7.5166667, -38.6)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'22', u'FeelsLikeF': u'91', u'FeelsLikeC': u'33', u'DewPointC': u'19', u'windspeedMiles': u'14', u'DewPointF': u'65', u'HeatIndexF': u'91', u'cloudcover': u'46', u'HeatIndexC': u'33', u'precipMM': u'6.4', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'}], u'WindGustMiles': u'16', u'pressure': u'1010', u'WindGustKmph': u'25', u'weatherDesc': [{u'value': u'Partly Cloudy '}], u'winddir16Point': u'E', u'weatherCode': u'116', u'tempC': u'32', u'tempF': u'89', u'WindChillF': u'88', u'WindChillC': u'31', u'winddirDegree': u'97', u'humidity': u'47', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'89', u'mintempF': u'65', u'mintempC': u'19', u'maxtempC': u'32', u'date': u'2012-01-09', u'astronomy': [{u'sunset': u'05:57 PM', u'moonset': u'05:31 AM', u'moonrise': u'06:18 PM', u'sunrise': u'05:26 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat -7.52 and Lon -38.60', u'type': u'LatLon'}]}}",Partly Cloudy ,Clouds,6.4,91.0
251,252,11,2012-01-22,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,1.98,"(-7.5166667, -38.6)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'13', u'FeelsLikeF': u'88', u'FeelsLikeC': u'31', u'DewPointC': u'22', u'windspeedMiles': u'8', u'DewPointF': u'71', u'HeatIndexF': u'88', u'cloudcover': u'55', u'HeatIndexC': u'31', u'precipMM': u'29.4', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'}], u'WindGustMiles': u'9', u'pressure': u'1010', u'WindGustKmph': u'14', u'weatherDesc': [{u'value': u'Light rain shower'}], u'winddir16Point': u'ESE', u'weatherCode': u'353', u'tempC': u'28', u'tempF': u'83', u'WindChillF': u'83', u'WindChillC': u'28', u'winddirDegree': u'117', u'humidity': u'67', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'83', u'mintempF': u'69', u'mintempC': u'21', u'maxtempC': u'28', u'date': u'2012-01-22', u'astronomy': [{u'sunset': u'06:00 PM', u'moonset': u'05:28 PM', u'moonrise': u'04:41 AM', u'sunrise': u'05:32 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat -7.52 and Lon -38.60', u'type': u'LatLon'}]}}",Light rain shower,Rain,29.4,88.0
252,253,13,2012-01-22,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,1.98,"(-10.0, -55.0)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'6', u'FeelsLikeF': u'82', u'FeelsLikeC': u'28', u'DewPointC': u'23', u'windspeedMiles': u'4', u'DewPointF': u'74', u'HeatIndexF': u'82', u'cloudcover': u'52', u'HeatIndexC': u'28', u'precipMM': u'63.4', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'}], u'WindGustMiles': u'1', u'pressure': u'1011', u'WindGustKmph': u'2', u'weatherDesc': [{u'value': u'Patchy light rain'}], u'winddir16Point': u'NNE', u'weatherCode': u'293', u'tempC': u'29', u'tempF': u'84', u'WindChillF': u'77', u'WindChillC': u'25', u'winddirDegree': u'23', u'humidity': u'89', u'visibility': u'9', u'time': u'24'}], u'maxtempF': u'84', u'mintempF': u'68', u'mintempC': u'20', u'maxtempC': u'29', u'date': u'2012-01-22', u'astronomy': [{u'sunset': u'06:09 PM', u'moonset': u'05:39 PM', u'moonrise': u'04:45 AM', u'sunrise': u'05:34 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat -10.00 and Lon -55.00', u'type': u'LatLon'}]}}",Patchy light rain,Rain,63.4,82.0
253,254,15,2012-01-23,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,3.96,"(49.25, -123.133333)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'25', u'FeelsLikeF': u'35', u'FeelsLikeC': u'2', u'DewPointC': u'4', u'windspeedMiles': u'16', u'DewPointF': u'38', u'HeatIndexF': u'42', u'cloudcover': u'26', u'HeatIndexC': u'6', u'precipMM': u'5.3', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'}], u'WindGustMiles': u'19', u'pressure': u'1015', u'WindGustKmph': u'31', u'weatherDesc': [{u'value': u'Patchy rain nearby'}], u'winddir16Point': u'SSE', u'weatherCode': u'176', u'tempC': u'6', u'tempF': u'43', u'WindChillF': u'35', u'WindChillC': u'2', u'winddirDegree': u'158', u'humidity': u'87', u'visibility': u'9', u'time': u'24'}], u'maxtempF': u'43', u'mintempF': u'38', u'mintempC': u'3', u'maxtempC': u'6', u'date': u'2012-01-23', u'astronomy': [{u'sunset': u'05:54 PM', u'moonset': u'06:56 PM', u'moonrise': u'08:48 AM', u'sunrise': u'08:55 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 49.25 and Lon -123.13', u'type': u'LatLon'}]}}",Patchy rain nearby,Rain,5.3,35.0
